Year,OPRHP Region,County,Facility,Attendance
2019,Taconic,Dutchess,Clinton House,0
2019,Taconic,Dutchess,James Baird,107659
2019,Taconic,Dutchess,Mills Norrie St Pk,199967
2019,Taconic,Dutchess,Quiet Cove Riverfront Park,28503
2019,Taconic,Dutchess,Rudd Pond,17936
2019,Taconic,Dutchess,Staatsburgh SHS,55067
2019,Taconic,Dutchess/Ulster,Walkway Over The Hudson,621280
2019,Taconic,Putnam,Clarence Fahnestock,312606
2019,Taconic,Putnam,Hudson Highlands,477864
2019,Taconic,Putnam,Taconic Outdoor Education Center,894
2019,Taconic,Westchester,F D Roosevelt,572102
2019,Taconic,Westchester,John Jay Homestead,77119
2019,Taconic,Westchester,Old Croton Aqueduct,1242593
2019,Taconic,Westchester,Peter Jay House (Jay Heritage Center),15742
2019,Taconic,Westchester,Philipse Manor,29252
2019,Taconic,Westchester,Rockefeller Preserve,414211
2019,Thousand Islands,Clinton,Cumberland Bay St Pk,55420
2019,Thousand Islands,Clinton,Great Chazy Boat Launch,16314
2019,Thousand Islands,Clinton,Macomb Reservation,32498
2019,Thousand Islands,Clinton,Point Au Roche,75302
2019,Thousand Islands,Clinton,Point Au Roche Boat Lau,14213
2019,Thousand Islands,Jefferson,Black River Trail,104340
2019,Thousand Islands,Jefferson,Burnham Pnt River Park,12703
2019,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,8744
2019,Thousand Islands,Jefferson,Chaumont Boat Launch,38766
2019,Thousand Islands,Jefferson,Dewolf Point,14064
2019,Thousand Islands,Jefferson,Grass Pnt River Park,36632
2019,Thousand Islands,Jefferson,Keewaydin St Park,56769
2019,Thousand Islands,Jefferson,Kring Point,50483
2019,Thousand Islands,Jefferson,Long Point River Park,35362
2019,Thousand Islands,Jefferson,Mary Island River Park,2619
2019,Thousand Islands,Jefferson,Rock Island,6898
2019,Thousand Islands,Jefferson,Sackets Harbor Btl Field,83642
2019,Thousand Islands,Jefferson,Southwick Beach St Pk,84212
2019,Thousand Islands,Jefferson,Stony Creek,22460
2019,Thousand Islands,Jefferson,Waterson Point Docking,1613
2019,Thousand Islands,Jefferson,Wehle State Park,84845
2019,Thousand Islands,Jefferson,Wellesley Island St Pk,200937
2019,Thousand Islands,Jefferson,Westcott Beach St Pk,106727
2019,Thousand Islands,Lewis,Whetstone Gulf,42067
2019,Thousand Islands,St Lawrence,Black Lk Boat Launch,13969
2019,Thousand Islands,St Lawrence,Cedar Island River Park,2126
2019,Thousand Islands,St Lawrence,Cedar Pnt River Park,72059
2019,Thousand Islands,St Lawrence,Coles Creek,81993
2019,Thousand Islands,St Lawrence,Eel Weir St Park,4583
2019,Thousand Islands,St Lawrence,Higley Flow St Park,44892
2019,Thousand Islands,St Lawrence,Jacques Cartier St Pk,27979
2019,Thousand Islands,St Lawrence,Robert Moses St Pk,114065
2019,Thousand Islands,St Lawrence,St Lawrence Golf Course,8019
2019,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8406
2018,Allegany,Cattaraugus,Allegany Quaker Area,797641
2018,Allegany,Cattaraugus,Allegany Red House Area,712217
2018,Allegany,Chautauqua,Barcelona Lighthouse,21605
2018,Allegany,Chautauqua,Lake Erie St Pk,112011
2018,Allegany,Chautauqua,Long Point Marina,115745
2018,Allegany,Chautauqua,Midway State Park,84959
2018,Allegany,Chautauqua,Sunset Bay MarinePark,27298
2018,Central,Broome,Chenango Valley St Pk,218281
2018,Central,Broome/Delaware,Oquaga State Park,56002
2018,Central,Chenango,Bowman Lake St Pk,61881
2018,Central,Herkimer,Herkimer Home,6916
2018,Central,Madison,Chittenango Fls St Pk,115175
2018,Central,Madison,Lorenzo,49095
2018,Central,Oneida,Delta Lake St Pk,340761
2018,Central,Oneida,Oriskany Battlefield,4946
2018,Central,Oneida,Pixley Falls State Park,35148
2018,Central,Oneida,Steuben Memorial,957
2018,Central,Oneida,Verona Beach State Park,211043
2018,Central,Onondaga,Clark Reservation,132044
2018,Central,Onondaga,Green Lakes State Park,1101679
2018,Central,Onondaga,State Park at the Fair *1,1279010
2018,Central,Onondaga/Madison/Oneida,Old Erie Canal,203597
2018,Central,Oswego,Battle Isl Golf Course,29152
2018,Central,Oswego,Betty And Wilbur Davis State Park,31808
2018,Central,Oswego,Mexico Point Boat Launch,14753
2018,Central,Oswego,Pine Grove Boatlaunch,11384
2018,Central,Oswego,Sandy Island Beach,25364
2018,Central,Oswego,Selkirk Shores,112422
2018,Central,Otsego,Canadarago Boat Lnch,17048
2018,Central,Otsego,Gilbert Lake St Pk,123097
2018,Central,Otsego,Glimmerglass State Park,185367
2018,Central,Tompkins,Fort Ontario,150920
2018,Finger Lakes,Cayuga,Fair Haven St Pk,296438
2018,Finger Lakes,Cayuga,Fillmore Glen St Pk,120731
2018,Finger Lakes,Cayuga,Long Point St Pk,51515
2018,Finger Lakes,Chemung,Mark Twain State Park and Soaring Eagles Golf Course,23148
2018,Finger Lakes,Chemung,Newtown Battlefield,50709
2018,Finger Lakes,Ontario,Ganondagan,50170
2018,Finger Lakes,Ontario,H H Spencer,51860
2018,Finger Lakes,Ontario,Honeoye Bt Lau,46817
2018,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,151380
2018,Finger Lakes,Schuyler,Watkins Glen St Pk,973972
2018,Finger Lakes,Seneca,Bonavista Golf Course,8282
2018,Finger Lakes,Seneca,Cayuga Lake St Pk,167862
2018,Finger Lakes,Seneca,Lodi Point Marina/Boat,25461
2018,Finger Lakes,Seneca,Sampson St Pk,180254
2018,Finger Lakes,Steuben,Indian Hills Golf Course,13160
2018,Finger Lakes,Steuben,Pinnacle State Park and Golf Course,55
2018,Finger Lakes,Steuben,Stony Brook St Pk,173719
2018,Finger Lakes,Tompkins,Allan Treman Marina,291507
2018,Finger Lakes,Tompkins,Buttermilk Falls St Pk,304250
2018,Finger Lakes,Tompkins,Robert H Treman St Pk,350890
2018,Finger Lakes,Tompkins,Taughannock Falls St Pk,479305
2018,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,47850
2018,Finger Lakes,Wayne,Chimney Bluffs,71221
2018,Finger Lakes,Wayne,Deans Cove Boat Launch,19480
2018,Finger Lakes,Yates,Keuka Lake St Pk,117209
2018,Finger Lakes,,Sonnenberg Gardens and Mansion,34329
2018,Finger Lakes,,Springbrook Greens,2159
2018,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,47726
2018,Genesee,Genesee,Darien Lakes State Park,80092
2018,Genesee,Livingston,Conesus Lake Boat Launch,24794
2018,Genesee,Livingston/Wyoming,Letchworth State Park,808167
2018,Genesee,Monroe,Braddock Bay,32587
2018,Genesee,Monroe,Genesee River Park,1290
2018,Genesee,Monroe,Hamlin Beach State Park,324264
2018,Genesee,Monroe,Irondquoit Bay Boat Lnch,35478
2018,Genesee,Orleans,Lakeside Beach St Pk,90345
2018,Genesee,Orleans,Oak Orchard Boat Launch,7317
2018,Genesee,Wyoming,Silver Lake,19527
2018,Long Island,Nassau,Hempstead Lake St Pk,368362
2018,Long Island,Nassau,Jones Beach,8501395
2018,Long Island,Nassau,Planting Fields A,252376
2018,Long Island,Nassau,Valley Stream St Pk,297375
2018,Long Island,Nassau/Suffolk,Bethpage Golf Course,719509
2018,Long Island,Nassau/Suffolk,Trailview,151539
2018,Long Island,Suffolk,Amsterdam Beach,14994
2018,Long Island,Suffolk,Bayard C. A.,350940
2018,Long Island,Suffolk,Belmont Lakes St Pk,858429
2018,Long Island,Suffolk,Brentwood Sp,801603
2018,Long Island,Suffolk,Brookhaven State Park,55581
2018,Long Island,Suffolk,Caleb Smith State Park,56252
2018,Long Island,Suffolk,Camp Hero,257965
2018,Long Island,Suffolk,Captree St Pk,1123681
2018,Long Island,Suffolk,Caumsett St Pk,505155
2018,Long Island,Suffolk,Cold Spring Harbor,171885
2018,Long Island,Suffolk,Connetquot River St Pk,264289
2018,Long Island,Suffolk,Hallock St Pk Preserve,22261
2018,Long Island,Suffolk,Heckscher St Park,1091829
2018,Long Island,Suffolk,Hither Hills,608630
2018,Long Island,Suffolk,Montauk Downs,97250
2018,Long Island,Suffolk,Montauk Point,995485
2018,Long Island,Suffolk,Napeague State Park,120190
2018,Long Island,Suffolk,Nissequogue River,227169
2018,Long Island,Suffolk,Orient Beach St Pk,243593
2018,Long Island,Suffolk,Robert Moses St Pk,3674639
2018,Long Island,Suffolk,Sag Harbour,22272
2018,Long Island,Suffolk,Shadmore,114490
2018,Long Island,Suffolk,Sunken Meadow St Pk,3193085
2018,Long Island,Suffolk,Walt Whitman House,4304
2018,Long Island,Suffolk,Wildwood State Park,455561
2018,New York City,Bronx,Roberto Clemente,329375
2018,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),1398926
2018,New York City,New York,Franklin D. Roosevelt Four Freedoms State Park,208367
2018,New York City,New York,Riverbank Fitness Cntr,19841
2018,New York City,New York,Riverbank Rollr-Ice Rnks,436882
2018,New York City,New York,Riverbank State Park,3643242
2018,New York City,Queens,Bayswater Point St Pk,18768
2018,New York City,Queens,Gantry Plaza,1287414
2018,New York City,Richmond,Clay Pit Ponds,44113
2018,Niagara,Erie,Beaver Island,337605
2018,Niagara,Erie,Big 6 Marina,76765
2018,Niagara,Erie,Buckhorn,38934
2018,Niagara,Erie,Buffalo Harbor St Pk & Marina,254678
2018,Niagara,Erie,Evangola St Pk,185142
2018,Niagara,Erie,Knox Farm Sp,316121
2018,Niagara,Niagara,Artpark,339910
2018,Niagara,Niagara,Deveaux Woods,101088
2018,Niagara,Niagara,Devils Hole,162774
2018,Niagara,Niagara,Four  Mile Creek,87439
2018,Niagara,Niagara,Ft Niagara (including boat launch),691166
2018,Niagara,Niagara,Golden Hill St Pk,79024
2018,Niagara,Niagara,Joseph Davis St Pk,50
2018,Niagara,Niagara,Niagara Reservation,9516147
2018,Niagara,Niagara,Reservoir St Pk,162936
2018,Niagara,Niagara,Whirlpool,412289
2018,Niagara,St Lawrence,Wilson Tuscarora St Pk,221444
2018,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,17199
2018,Palisades,Orange,Fort Montgomery,31615
2018,Palisades,Orange,Goosepond Mountain,6227
2018,Palisades,Orange,Highland Lakes,8822
2018,Palisades,Orange,Knox Headquarters,12889
2018,Palisades,Orange,National Purple Heart Hall Of Honor,18776
2018,Palisades,Orange,New Windsor Cantonment,19656
2018,Palisades,Orange,Sam's Point,82475
2018,Palisades,Orange,Schunnemunk State Park,48950
2018,Palisades,Orange,Tiorati,199038
2018,Palisades,Orange,Washington Headquarters,24099
2018,Palisades,Orange/Rockland,Bear Mountain St Pk,2127572
2018,Palisades,Orange/Rockland,Harriman Group Camp,184657
2018,Palisades,Orange/Rockland,Harriman Hiker Trail,126330
2018,Palisades,Orange/Rockland,Sterling Forest,297659
2018,Palisades,Orange/Rockland/Ulster,Sebago Lake,69498
2018,Palisades,Orange/Ulster,Senate House,45454
2018,Palisades,Rockland,Anthony Wayne,70411
2018,Palisades,Rockland,Blauvelt,36769
2018,Palisades,Rockland,Harriman Beaver Pond,72970
2018,Palisades,Rockland,Haverstraw Beach,23725
2018,Palisades,Rockland,High Tor St Pk,20190
2018,Palisades,Rockland,Hook Mountain,28908
2018,Palisades,Rockland,Lake Welch,282757
2018,Palisades,Rockland,Nyack Beach St Pk,131195
2018,Palisades,Rockland,Palisades,20121
2018,Palisades,Rockland,Rockland Lake State Park,482295
2018,Palisades,Rockland,Tallman Mountain St Pk,378361
2018,Palisades,Rockland/Orange,Stony Point Battlefield,28514
2018,Palisades,Rockland/Orange,Storm King,14505
2018,Palisades,Sullivan,Lake Superior,10842
2018,Palisades,Ulster,Bristol Beach,8292
2018,Palisades,Ulster,Minnewaska Park,370884
2018,Palisades,Ulster,Sojourner Truth State Park,0
2018,Saratoga/Capital,Albany,John Boyd Thacher Pk,542218
2018,Saratoga/Capital,Albany,Schuyler Mansion,10889
2018,Saratoga/Capital,Albany,Thompson Lake St Pk,61820
2018,Saratoga/Capital,Columbia,Lake Lauderdale *2,14021
2018,Saratoga/Capital,Delaware,John Burroughs Memorial,975
2018,Saratoga/Capital,Essex,Crown Point,26825
2018,Saratoga/Capital,Essex,John Brown Farm,60600
2018,Saratoga/Capital,Fulton,Johnson Hall,58884
2018,Saratoga/Capital,Montgomery,Schoharie Crossing,68382
2018,Saratoga/Capital,Rensselaer,Bennington Battlefield,25950
2018,Saratoga/Capital,Rensselaer,Cherry Plain St Pk,23758
2018,Saratoga/Capital,Rensselaer,Crailo,8387
2018,Saratoga/Capital,Rensselaer,Grafton Lakes St Pk,267637
2018,Saratoga/Capital,Rensselaer,Schodack Island,194377
2018,Saratoga/Capital,Saratoga,Grants Cottage,7585
2018,Saratoga/Capital,Saratoga,Peebles Island,58318
2018,Saratoga/Capital,Saratoga,Saratoga Lake Boat Lnch,74902
2018,Saratoga/Capital,Saratoga,Saratoga Springs (incl Victoria Pool & Golf Course),2937683
2018,Saratoga/Capital,Saratoga/Warren,Moreau Lake St Pk,309775
2018,Saratoga/Capital,Schoharie,Max V Shaul Campsite,17804
2018,Saratoga/Capital,Schoharie,Minekill,129605
2018,Taconic,Columbia,Clermont,89424
2018,Taconic,Columbia,Copake Falls,308359
2018,Taconic,Columbia,Lake Taghkanic St Park,183099
2018,Taconic,Columbia,Olana,175017
2018,Taconic,Columbia/Dutchess,Rudd Pond,17785
2018,Taconic,Dutchess,James Baird,104351
2018,Taconic,Dutchess,Mills Norrie St Pk,167795
2018,Taconic,Dutchess,Quiet Cove Riverfront Park,4031
2018,Taconic,Dutchess,Staatsburgh SHS,55339
2018,Taconic,Dutchess/Putnam,Hudson Highlands,376794
2018,Taconic,Dutchess/Ulster,Walkway Over The Hudson,558224
2018,Taconic,Putnam,Clarence Fahnestock,266258
2018,Taconic,Putnam,Taconic Outdoor Education Center,9485
2018,Taconic,Westchester,F D Roosevelt,349318
2018,Taconic,Westchester,John Jay Homestead,80841
2018,Taconic,Westchester,Old Croton Aqueduct,1125953
2018,Taconic,Westchester,Peter Jay House (Jay Heritage Center),3652
2018,Taconic,Westchester,Philipse Manor,28968
2018,Taconic,Westchester,Rockefeller Preserve,384837
2018,Thousand Islands,Clinton,Cumberland Bay St Pk,59104
2018,Thousand Islands,Clinton,Great Chazy Boat Launch,18183
2018,Thousand Islands,Clinton,Macomb Reservation,30616
2018,Thousand Islands,Clinton,Point Au Roche,80299
2018,Thousand Islands,Clinton,Point Au Roche Boat Lau,16717
2018,Thousand Islands,Jefferson,Black River Trail,101404
2018,Thousand Islands,Jefferson,Burnham Pnt River Park,11996
2018,Thousand Islands,Jefferson,Canoe-Picnic Pnt River,9338
2018,Thousand Islands,Jefferson,Cedar Pnt River Park,82941
2018,Thousand Islands,Jefferson,Chaumont Boat Launch,40869
2018,Thousand Islands,Jefferson,Dewolf Point,17396
2018,Thousand Islands,Jefferson,Grass Pnt River Park,42489
2018,Thousand Islands,Jefferson,Keewaydin St Park,60342
2018,Thousand Islands,Jefferson,Kring Point,52236
2018,Thousand Islands,Jefferson,Long Point River Park,36689
2018,Thousand Islands,Jefferson,Mary Island River Park,2295
2018,Thousand Islands,Jefferson,Rock Island,7305
2018,Thousand Islands,Jefferson,Sackets Harbor Btl Field,73121
2018,Thousand Islands,Jefferson,Southwick Beach St Pk,114713
2018,Thousand Islands,Jefferson,Stony Creek,23365
2018,Thousand Islands,Jefferson,Waterson Point Docking,1848
2018,Thousand Islands,Jefferson,Wehle State Park,76479
2018,Thousand Islands,Jefferson,Wellesley Island St Pk,222841
2018,Thousand Islands,Jefferson,Westcott Beach St Pk,112096
2018,Thousand Islands,Lewis,Whetstone Gulf,106384
2018,Thousand Islands,St Lawrence,Black Lk Boat Launch,29230
2018,Thousand Islands,St Lawrence,Cedar Island River Park,1619
2018,Thousand Islands,St Lawrence,Coles Creek,95297
2018,Thousand Islands,St Lawrence,Eel Weir St Park,3922
2018,Thousand Islands,St Lawrence,Higley Flow St Park,50121
2018,Thousand Islands,St Lawrence,Jacques Cartier St Pk,26147
2018,Thousand Islands,St Lawrence,Robert Moses St Pk,114462
2018,Thousand Islands,St Lawrence,St Lawrence Golf Course,6791
2018,Thousand Islands,St Lawrence,Wilson Hill Boat Launch,8244
2017,Allegany,Cattaraugus,Allegany Quaker Area,781567
2017,Allegany,Cattaraugus,Allegany Red House Area,730926
2017,Allegany,Chautauqua,Barcelona Lighthouse,17368
2017,Allegany,Chautauqua,Lake Erie St Pk,108403
2017,Allegany,Chautauqua,Long Point Marina,118745
2017,Allegany,Chautauqua,Midway State Park,82942
2017,Allegany,Chautauqua,Sunset Bay MarinePark,16862
2017,Central,Broome,Chenango Valley St Pk,191550
2017,Central,Broome/Delaware,Oquaga State Park,36962
2017,Central,Chenango,Bowman Lake St Pk,44353
2017,Central,Herkimer,Herkimer Home,1017
2017,Central,Madison,Chittenango Fls St Pk,103342
2017,Central,Madison,Lorenzo,33722
2017,Central,Oneida,Delta Lake St Pk,267273
2017,Central,Oneida,Oriskany Battlefield,9053
2017,Central,Oneida,Pixley Falls State Park,36847
2017,Central,Oneida,Steuben Memorial,0
2017,Central,Oneida,Verona Beach State Park,247016
2017,Central,Onondaga,Clark Reservation,114891
2017,Central,Onondaga,Green Lakes State Park,829713
2017,Central,Onondaga,State Park at the Fair *1,1161912
2017,Central,Onondaga/Madison/Oneida,Old Erie Canal,111488
2017,Central,Oswego,Battle Isl Golf Course,29135
2017,Central,Oswego,Betty And Wilbur Davis State Park,35624
2017,Central,Oswego,Mexico Point Boat Launch,5413
2017,Central,Oswego,Pine Grove Boatlaunch,9173
2017,Central,Oswego,Sandy Island Beach,20577
2017,Central,Oswego,Selkirk Shores,99946
2017,Central,Otsego,Canadarago Boat Lnch,17206
2017,Central,Otsego,Gilbert Lake St Pk,106194
2017,Central,Otsego,Glimmerglass State Park,159331
2017,Central,Tompkins,Fort Ontario,97649
2017,Finger Lakes,Cayuga,Fair Haven St Pk,262202
2017,Finger Lakes,Cayuga,Fillmore Glen St Pk,90789
2017,Finger Lakes,Cayuga,Long Point St Pk,33795
2017,Finger Lakes,Chemung,Mark Twain State Park and Soaring Eagles Golf Course,118166
2017,Finger Lakes,Chemung,Newtown Battlefield,52532
2017,Finger Lakes,Ontario,Ganondagan,51764
2017,Finger Lakes,Ontario,H H Spencer,47747
2017,Finger Lakes,Ontario,Honeoye Bt Lau,52811
2017,Finger Lakes,Ontario/Seneca,Seneca Lake St Pk,187897
2017,Finger Lakes,Schuyler,Watkins Glen St Pk,786594
2017,Finger Lakes,Seneca,Bonavista Golf Course,5088
2017,Finger Lakes,Seneca,Cayuga Lake St Pk,154293
2017,Finger Lakes,Seneca,Lodi Point Marina/Boat,37654
2017,Finger Lakes,Seneca,Sampson St Pk,161304
2017,Finger Lakes,Steuben,Indian Hills Golf Course,20261
2017,Finger Lakes,Steuben,Pinnacle State Park and Golf Course,1007
2017,Finger Lakes,Steuben,Stony Brook St Pk,174768
2017,Finger Lakes,Tompkins,Allan Treman Marina,311260
2017,Finger Lakes,Tompkins,Buttermilk Falls St Pk,292488
2017,Finger Lakes,Tompkins,Robert H Treman St Pk,338428
2017,Finger Lakes,Tompkins,Taughannock Falls St Pk,573970
2017,Finger Lakes,Wayne,Canadaigua Btlau Ontrio,47525
2017,Finger Lakes,Wayne,Chimney Bluffs,99100
2017,Finger Lakes,Wayne,Deans Cove Boat Launch,17572
2017,Finger Lakes,Yates,Keuka Lake St Pk,116542
2017,Finger Lakes,,Sonnenberg Gardens and Mansion,39000
2017,Finger Lakes,,Springbrook Greens,5002
2017,Genesee,Allegany/Cattaraugus/Livingston/Monroe,Genesee Valley Greenway,45401
2017,Genesee,Genesee,Darien Lakes State Park,76016
2017,Genesee,Livingston,Conesus Lake Boat Launch,24855
2017,Genesee,Livingston/Wyoming,Letchworth State Park,834033
2017,Genesee,Monroe,Braddock Bay,28860
2017,Genesee,Monroe,Genesee River Park,1132
2017,Genesee,Monroe,Hamlin Beach State Park,302246
2017,Genesee,Monroe,Irondquoit Bay Boat Lnch,30626
2017,Genesee,Orleans,Lakeside Beach St Pk,89518
2017,Genesee,Orleans,Oak Orchard Boat Launch,4874
2017,Genesee,Wyoming,Silver Lake,22062
2017,Long Island,Nassau,Hempstead Lake St Pk,373479
2017,Long Island,Nassau,Jones Beach,5947537
2017,Long Island,Nassau,Planting Fields A,257720
2017,Long Island,Nassau,Valley Stream St Pk,305502
2017,Long Island,Nassau/Suffolk,Bethpage Golf Course,757651
2017,Long Island,Nassau/Suffolk,Trailview,131933
2017,Long Island,Suffolk,Amsterdam Beach,12000
2017,Long Island,Suffolk,Bayard C. A.,347492
2017,Long Island,Suffolk,Belmont Lakes St Pk,840420
2017,Long Island,Suffolk,Brentwood Sp,743853
2017,Long Island,Suffolk,Brookhaven State Park,36981
2017,Long Island,Suffolk,Caleb Smith State Park,39635
2017,Long Island,Suffolk,Camp Hero,305207
2017,Long Island,Suffolk,Captree St Pk,1309053
2017,Long Island,Suffolk,Caumsett St Pk,440201
2017,Long Island,Suffolk,Cold Spring Harbor,160964
2017,Long Island,Suffolk,Connetquot River St Pk,247167
2017,Long Island,Suffolk,Hallock St Pk Preserve,19719
2017,Long Island,Suffolk,Heckscher St Park,1068060
2017,Long Island,Suffolk,Hither Hills,646940
2017,Long Island,Suffolk,Montauk Downs,102690
2017,Long Island,Suffolk,Montauk Point,1198798
2017,Long Island,Suffolk,Napeague State Park,107820
2017,Long Island,Suffolk,Nissequogue River,140649
2017,Long Island,Suffolk,Orient Beach St Pk,374256
2017,Long Island,Suffolk,Robert Moses St Pk,4044142
2017,Long Island,Suffolk,Sag Harbour,23814
2017,Long Island,Suffolk,Shadmore,92155
2017,Long Island,Suffolk,Sunken Meadow St Pk,3535216
2017,Long Island,Suffolk,Walt Whitman House,6494
2017,Long Island,Suffolk,Wildwood State Park,335236
2017,New York City,Bronx,Roberto Clemente,326932
2017,New York City,Kings,Marsha P. Johnson State Park (former East River State Park until 2020),1639925
2017,New York City,New York,Franklin D. Roosevelt Four Freedoms State Park,184807
2017,New York City,New York,Riverbank Fitness Cntr,18037
2017,New York City,New York,Riverbank Rollr-Ice Rnks,424705
2017,New York City,New York,Riverbank State Park,3274725
2017,New York City,Queens,Bayswater Point St Pk,20388
2017,New York City,Queens,Gantry Plaza,1171478
2017,New York City,Richmond,Clay Pit Ponds,43201
2017,Niagara,Erie,Beaver Island,330998
2017,Niagara,Erie,Big 6 Marina,75102
2017,Niagara,Erie,Buckhorn,39370
2017,Niagara,Erie,Buffalo Harbor St Pk & Marina,204445
2017,Niagara,Erie,Evangola St Pk,176845
2017,Niagara,Erie,Knox Farm Sp,335318
2017,Niagara,Niagara,Artpark,315134
2017,Niagara,Niagara,Deveaux Woods,81436
2017,Niagara,Niagara,Devils Hole,160176
2017,Niagara,Niagara,Four  Mile Creek,85716
2017,Niagara,Niagara,Ft Niagara (including boat launch),689404
2017,Niagara,Niagara,Golden Hill St Pk,77359
2017,Niagara,Niagara,Joseph Davis St Pk,0
2017,Niagara,Niagara,Niagara Reservation,9435285
2017,Niagara,Niagara,Reservoir St Pk,162995
2017,Niagara,Niagara,Whirlpool,394472
2017,Niagara,St Lawrence,Wilson Tuscarora St Pk,218415
2017,Palisades,Dutchess/Orange/Putnam/Rockland,Appalachian Trail,17404
2017,Palisades,Orange,Fort Montgomery,35915
2017,Palisades,Orange,Goosepond Mountain,6582
2017,Palisades,Orange,Highland Lakes,8792
2017,Palisades,Orange,Knox Headquarters,13539
2017,Palisades,Orange,National Purple Heart Hall Of Honor,22407
2017,Palisades,Orange,New Windsor Cantonment,28432
2017,Palisades,Orange,Sam's Point,79406
2017,Palisades,Orange,Schunnemunk State Park,54625
2017,Palisades,Orange,Tiorati,213908
2017,Palisades,Orange,Washington Headquarters,27679
2017,Palisades,Orange/Orckland,Sterling Forest,318159
2017,Palisades,Orange/Rockland,Bear Mountain St Pk,2059873
2017,Palisades,Orange/Rockland,Harriman Group Camp,193147
2017,Palisades,Orange/Rockland,Harriman Hiker Trail,131732
2017,Palisades,Orange/Rockland/Ulster,Sebago Lake,100542
2017,Palisades,Orange/Ulster,Senate House,47699
2017,Palisades,Rockland,Anthony Wayne,89048
2017,Palisades,Rockland,Blauvelt,31776
2017,Palisades,Rockland,Harriman Beaver Pond,72713
2017,Palisades,Rockland,Haverstraw Beach,22303
2017,Palisades,Rockland,High Tor St Pk,29135
2017,Palisades,Rockland,Hook Mountain,25874
2017,Palisades,Rockland,Lake Welch,286842
2017,Palisades,Rockland,Nyack Beach St Pk,161674
2017,Palisades,Rockland,Palisades,14608
2017,Palisades,Rockland,Rockland Lake State Park,487724
2017,Palisades,Rockland,Tallman Mountain St Pk,338025
2017,Palisades,Rockland/Orange,Stony Point Battlefield,25660
2017,Palisades,Rockland/Orange,Storm King,15628
2017,Palisades,Sullivan,Lake Superior,10069
2017,Palisades,Ulster,Bristol Beach,9473
2017,Palisades,Ulster,Minnewaska Park,392078
2017,Palisades,Ulster,Sojourner Truth State Park,0
2017,Saratoga/Capital,Albany,John Boyd Thacher Pk,508626
2017,Saratoga/Capital,Albany,Schuyler Mansion,12055
2017,Saratoga/Capital,Albany,Thompson Lake St Pk,70026
2017,Saratoga/Capital,Columbia,Lake Lauderdale *2,7776
2017,Saratoga/Capital,Delaware,John Burroughs Memorial,533
2017,Saratoga/Capital,Essex,Crown Point,30258
2017,Saratoga/Capital,Essex,John Brown Farm,42658
2017,Saratoga/Capital,Fulton,Johnson Hall,63688
2017,Saratoga/Capital,Montgomery,Schoharie Crossing,73971
2017,Saratoga/Capital,Rensselaer,Bennington Battlefield,28323
2017,Saratoga/Capital,Rensselaer,Cherry Plain St Pk,23438
2017,Saratoga/Capital,Rensselaer,Crailo,9926
2017,Saratoga/Capital,Rensselaer,Grafton Lakes St Pk,245272
2017,Saratoga/Capital,Rensselaer,Schodack Island,187053
2017,Saratoga/Capital,Saratoga,Grants Cottage,6574
2017,Saratoga/Capital,Saratoga,Peebles Island,127484
2017,Saratoga/Capital,Saratoga,Saratoga Lake Boat Lnch,87562
2017,Saratoga/Capital,Saratoga,Saratoga Springs (incl Victoria Pool & Golf Course),3065282
2017,Saratoga/Capital,Saratoga/Warren,Moreau Lake St Pk,381557
2017,Saratoga/Capital,Schoharie,Max V Shaul Campsite,21677
2017,Saratoga/Capital,Schoharie,Minekill,107884
2017,Taconic,Columbia,Clermont,84323
2017,Taconic,Columbia,Copake Falls,321820
2017,Taconic,Columbia,Lake Taghkanic St Park,186085
2017,Taconic,Columbia,Olana,172877
2017,Taconic,Columbia/Dutchess,Rudd Pond,18056
2017,Taconic,Dutchess,James Baird,107901
2017,Taconic,Dutchess,Mills Norrie St Pk,202606
2017,Taconic,Dutchess,Quiet Cove Riverfront Park,15000
2017,Taconic,Dutchess,Staatsburgh SHS,56079
2017,Taconic,Dutchess/Putnam,Hudson Highlands,384577
2017,Taconic,Dutchess/Ulster,Walkway Over The Hudson,593868
2017,Taconic,Putnam,Clarence Fahnestock,302634
2017,Taconic,Putnam,Taconic Outdoor Education Center,11399
2017,Taconic,Westchester,F D Roosevelt,392882
2017,Taconic,Westchester,John Jay Homestead,74950
2017,Taconic,Westchester,Old Croton Aqueduct,1195375
2017,Taconic,Westchester,Peter Jay House (Jay Heritage Center),5000
2017,Taconic,Westchester,Philipse Manor,32330
2017,Taconic,Westchester,Rockefeller Preserve,397706
2017,Thousand Islands,Clinton,Cumberland Bay St Pk,51815
2017,Thousand Islands,Clinton,Great Chazy Boat Launch,16750
2017,Thousand Islands,Clinton,Macomb Reservation,26317
2017,Thousand Islands,Clinton,Point Au Roche,79794
2017,Thousand Islands,Clinton,Point Au Roche Boat Lau,13339
2017,Thousand Islands,Jefferon,Mary Island River Park,1352
